Sastram	weapon	antoine1-14a
pratipattiH	f. fame	antoine1-14a
hAsyam	ridicule	antoine1-14a
vfdDatvam	old age	antoine1-14a
cakram	wheel	antoine1-14a
gatiH	f. motion	antoine1-14a
puruzakAraH	human effort	antoine1-14a
udyamaH	effort	antoine1-14a
manoraTaH	desire	antoine1-14a
mfgaH	deer	antoine1-14a
kOnteyaH	Arjuna	antoine1-14a
saKyam	friendship	antoine1-14a
prItiH	f. affection	antoine1-14a
aNgAraH	charcoal	antoine1-14a
gAnam	song	antoine1-14a
Adya	first	antoine1-14a
dvitIya	second	antoine1-14a
eka	one	antoine1-14a
supta	asleep	antoine1-14a
daridra	poor	antoine1-14a
paTya	wholesome	antoine1-14a
nIruja	healthy	antoine1-14a
uzRa	hot	antoine1-14a
SIta	cool, cold	antoine1-14a
kfzRa	black	antoine1-14a
Sveta	white	antoine1-14a
rakta	red	antoine1-14a
pIta	yellow	antoine1-14a
nIla	blue	antoine1-14a
harita	green	antoine1-14a
sadA	always	antoine1-14a
hi	for, indeed	antoine1-14a
yaTA	as	antoine1-14a
taTA	so	antoine1-14a
samam	with (+Instrumental)	antoine1-14a
divA	in day-time	antoine1-14a
naktam	at night	antoine1-14a
rahasi	in secret	antoine1-14a
vfTA	in vain	antoine1-14a
hyaH	yesterday	antoine1-14a
SvaH	tomorrow	antoine1-14a
SanEH	slowly	antoine1-14a
sapadi	at once	antoine1-14a
sahasA	suddenly	antoine1-14a
sakft	once	antoine1-14a
kadApi	sometimes	antoine1-14a
pra-dA prayacCati	to bestow	antoine1-14a
kAraya kArayati	to perform, to establish	antoine1-14a
kfzRAya kfzRAyate	to make black	antoine1-14a
siD siDyati	to succeed	antoine1-14a
sah sahate	to endure	antoine1-14a
Sikz Sikzate	to learn	antoine1-14a
Suc Socati	to grieve	antoine1-14a
vfD varDate	to increase	antoine1-14a
vep vepate	to tremble	antoine1-14a
luw luwyati	to wallow	antoine1-14a
gE gAyati	to sing	antoine1-14a
Bf Barati	to feed, to support	antoine1-14a
